query	target	prog_score	cirpin_score	tm_score_cp
d4e8ha2	d1g03a_	0.41	0.90	0.32
d1ngka_	d1g03a_	0.53	0.93	0.43
d1gcvb_	d1g03a_	0.58	0.92	0.44
d2gkma_	d1g03a_	0.53	0.92	0.43
d3d1kb_	d1g03a_	0.58	0.93	0.28
d1h97a_	d1g03a_	0.55	0.91	0.33
d5b7ca2	d1g03a_	0.40	0.91	0.33
d1jl7a_	d1g03a_	0.57	0.93	0.31
d2jdid1	d1g03a_	0.44	0.90	0.35
d1x9fd_	d1g03a_	0.57	0.91	0.42
d2bkma_	d1g03a_	0.56	0.93	0.34
d1cg5a_	d1g03a_	0.55	0.92	0.41
d1itha_	d1g03a_	0.58	0.91	0.34
d1q1fa_	d1g03a_	0.56	0.91	0.42
d3qqqa_	d1g03a_	0.59	0.91	0.36
d3eina2	d1g03a_	0.39	0.90	0.31
d1hlba_	d1g03a_	0.52	0.90	0.39
d1mbaa_	d1g03a_	0.56	0.92	0.34
d4iela2	d1g03a_	0.40	0.90	0.33
d1b0ba_	d1g03a_	0.58	0.91	0.30
d3d1ka_	d1g03a_	0.56	0.91	0.42
d4zdsa1	d1g03a_	0.59	0.93	0.42
d3ir4a2	d1g03a_	0.43	0.93	0.31
d2wtga_	d1g03a_	0.57	0.90	0.36
d1zgma2	d1g03a_	0.48	0.90	0.34
d1ecaa_	d1g03a_	0.54	0.91	0.43
d2jdia1	d1g03a_	0.47	0.91	0.40
d1dlwa_	d1g03a_	0.55	0.92	0.43
d1k0ma1	d1g03a_	0.43	0.90	0.32
d1cg5b_	d1g03a_	0.58	0.92	0.41
d2dc3a_	d1g03a_	0.51	0.90	0.35
d2zs0d_	d1g03a_	0.59	0.90	0.37
d1asha_	d1g03a_	0.57	0.91	0.31
d2qale1	d2m71a1	0.56	0.90	0.26
d1ftra1	d2m71a1	0.54	0.90	0.33
d1fjge1	d2m71a1	0.56	0.91	0.27
d2ae8a1	d2m71a1	0.55	0.93	0.32
d6fwha2	d2m71a1	0.58	0.93	0.34
d1peqa2	d4zm3a_	0.54	0.92	0.24
d1pvma3	d2co8a2	0.59	0.91	0.33
d1tqya2	d2d0oa2	0.60	0.93	0.28
d4yuca2	d2d0oa2	0.59	0.94	0.31
d6koga2	d2d0oa2	0.59	0.93	0.27
d2hg4a3	d2d0oa2	0.59	0.92	0.37
d4jaqa1	d2d0oa2	0.60	0.93	0.29
d6kxda1	d2d0oa2	0.59	0.90	0.37
d1twfl_	d4fkda1	0.53	0.95	0.41
d1wj0a_	d4fkda1	0.59	0.92	0.37
d1ryqa1	d4fkda1	0.49	0.93	0.24
d7eq4a1	d1a0ia1	0.41	0.90	0.27
d1efvb_	d1nlfa_	0.58	0.91	0.33
d1gs5a_	d1nlfa_	0.33	0.92	0.44
d7nloa_	d1nlfa_	0.31	0.92	0.42
d1o97d1	d1nlfa_	0.54	0.92	0.31
d2j0wa1	d1nlfa_	0.30	0.91	0.38
d1efpa1	d1nlfa_	0.57	0.92	0.28
d2brxa1	d1nlfa_	0.32	0.92	0.42
d4a7wa_	d1nlfa_	0.32	0.92	0.44
d3c20a1	d1nlfa_	0.31	0.92	0.38
d2cdqa1	d1nlfa_	0.32	0.92	0.38
d1o97c_	d1nlfa_	0.56	0.92	0.33
d1efva1	d1nlfa_	0.56	0.90	0.32
d3zzha_	d1nlfa_	0.31	0.91	0.33
d1e19a_	d1nlfa_	0.34	0.92	0.35
d2va1a_	d1nlfa_	0.32	0.93	0.43
d1q9ca_	d6cnza_	0.57	0.91	0.40
d3ze3a_	d6cnza_	0.58	0.91	0.35
d1zq1c2	d7jrjk_	0.51	0.94	0.48
d1o5ya1	d2hh8a1	0.55	0.91	0.32
d2auwa2	d2hh8a1	0.52	0.91	0.35
d2dpfa_	d2qamc1	0.59	0.91	0.23
d1dvka_	d3tqoa2	0.49	0.92	0.27
d5xkca_	d2qeea1	0.48	0.93	0.43
d2vhla2	d2qeea1	0.59	0.92	0.41
d1r3ra_	d2qeea1	0.58	0.93	0.45
d4ay7a_	d2qeea1	0.60	0.90	0.45
d6lr1a_	d2qeea1	0.48	0.92	0.41
d1yrra2	d2qeea1	0.58	0.93	0.47
d2ejaa_	d2qeea1	0.60	0.91	0.44
d5dqpa_	d2qeea1	0.48	0.90	0.48
d3w2wa2	d6bmea_	0.45	0.91	0.36
d1a5ta1	d6bmea_	0.60	0.90	0.40
d6ifka4	d6bmea_	0.45	0.91	0.34
d2xnja1	d1vlya1	0.58	0.94	0.47
d1krha1	d1vlya1	0.59	0.96	0.49
d2grea1	d1vlya1	0.55	0.94	0.46
d6id0c2	d1vlya1	0.56	0.97	0.37
d2crva1	d1vlya1	0.54	0.98	0.48
d1d1na_	d1vlya1	0.54	0.96	0.49
d2pp6a1	d1vlya1	0.57	0.97	0.49
d2c78a1	d1vlya1	0.56	0.98	0.48
d2dy1a1	d1vlya1	0.54	0.95	0.42
d2rc5a1	d1vlya1	0.59	0.93	0.36
d5tv2a2	d1vlya1	0.53	0.96	0.40
d1y7ea1	d1vlya1	0.55	0.95	0.36
d5tr9a1	d1vlya1	0.60	0.96	0.48
d4rd4a2	d1vlya1	0.56	0.96	0.43
d2qgga1	d1vlya1	0.59	0.97	0.46
d4dqla1	d1vlya1	0.60	0.92	0.27
d2e1ba1	d1vlya1	0.56	0.96	0.46
d3h9na1	d1vlya1	0.56	0.97	0.47
d1g7sa2	d1vlya1	0.53	0.95	0.42
d1tvca1	d1vlya1	0.59	0.95	0.42
d3ozua2	d1vlya1	0.59	0.96	0.45
d3b82a2	d1vlya1	0.57	0.96	0.38
d1vhoa1	d1vlya1	0.53	0.96	0.44
d5gxub1	d1vlya1	0.57	0.92	0.25
d3lo8a1	d1vlya1	0.58	0.93	0.37
d2j01u1	d2a19a2	0.59	0.92	0.36
d1y6da_	d3pt8a_	0.54	0.92	0.33
d1he1a1	d3pt8a_	0.47	0.90	0.39
d1lqsl_	d3pt8a_	0.56	0.94	0.37
d3besl_	d3pt8a_	0.58	0.92	0.34
d1dk8a_	d3pt8a_	0.56	0.91	0.31
d6ifka4	d3pt8a_	0.45	0.91	0.31
d2d69a2	d1ywxa1	0.39	0.92	0.40
d1wdda2	d1ywxa1	0.38	0.92	0.39
d1wlfa1	d1ywxa1	0.49	0.91	0.23
d1ykwa2	d1ywxa1	0.40	0.92	0.41
d2y8ya2	d1ywxa1	0.46	0.92	0.43
d3zzza_	d1ywxa1	0.53	0.91	0.41
d3i4hx2	d1ywxa1	0.51	0.92	0.41
d3kdna1	d1ywxa1	0.39	0.93	0.42
d1x4fa1	d1ywxa1	0.59	0.91	0.40
d2oema1	d1ywxa1	0.39	0.92	0.43
d2krra1	d1ywxa1	0.59	0.91	0.40
d5maca1	d1ywxa1	0.39	0.92	0.37
d5ruba2	d1ywxa1	0.40	0.92	0.41
d4wwxb3	d3efza1	0.58	0.91	0.33
d6lm1a1	d3efza1	0.59	0.91	0.48
d1un8a1	d3efza1	0.56	0.91	0.38
d4jq6a_	d3efza1	0.59	0.92	0.48
d5jsia_	d3efza1	0.60	0.91	0.49
d1tqya2	d4h0oa2	0.59	0.91	0.41
d2gvia1	d4h0oa2	0.48	0.92	0.37
d4jaqa2	d4h0oa2	0.60	0.91	0.41
d6kxda1	d4h0oa2	0.60	0.91	0.35
d1u0ma2	d4h0oa2	0.60	0.92	0.41
d1yoxa1	d6q4ra1	0.59	0.91	0.32
d1gz0a2	d2hlsa1	0.60	0.93	0.38
d1twfl_	d1faqa_	0.52	0.95	0.35
d1ul5a_	d1faqa_	0.58	0.90	0.24
d4xxbb_	d1faqa_	0.48	0.91	0.30
d1wj0a_	d1faqa_	0.60	0.94	0.31
d1ryqa1	d1faqa_	0.50	0.93	0.33
d1khca_	d3u1ua_	0.47	0.91	0.46
d5m0yb1	d4hbqa1	0.48	0.91	0.42
d1uwya1	d1o75a2	0.59	0.92	0.46
d1q8ia2	d2a19b1	0.60	0.91	0.22
d1uv7a_	d3opka_	0.40	0.91	0.50
d2j01x1	d3opka_	0.50	0.92	0.45
d1g8ja1	d7eama_	0.44	0.93	0.21
d1cr5a1	d7eama_	0.45	0.90	0.17
d3ouga_	d7eama_	0.50	0.93	0.24
d1kqfa1	d7eama_	0.45	0.96	0.24
d1eu1a1	d7eama_	0.45	0.95	0.26
d4jp6a_	d7eama_	0.38	0.92	0.22
d3ml1a2	d7eama_	0.49	0.95	0.21
d1aa6a1	d7eama_	0.42	0.92	0.27
d1qcsa1	d7eama_	0.46	0.91	0.17
d1cz4a1	d7eama_	0.48	0.92	0.20
d1ti6a1	d7eama_	0.45	0.94	0.24
d3iam34	d7eama_	0.45	0.94	0.19
d1ppya_	d7eama_	0.49	0.91	0.26
d1wlfa2	d7eama_	0.48	0.93	0.18
d2enga_	d7eama_	0.35	0.92	0.26
d1n10a2	d7eama_	0.34	0.91	0.23
d1q16a1	d7eama_	0.47	0.92	0.24
d3qq8a1	d7eama_	0.47	0.93	0.20
d5xbxa1	d7eama_	0.37	0.91	0.23
d1ig6a_	d1n3ka_	0.50	0.91	0.30
d1j1va_	d1n3ka_	0.58	0.90	0.26
d2li6a_	d1n3ka_	0.56	0.92	0.29
d2lm1a_	d1n3ka_	0.56	0.92	0.26
d4xcod_	d1n3ka_	0.58	0.92	0.31
d1qb2a_	d1n3ka_	0.57	0.96	0.27
d1fc3a_	d1n3ka_	0.57	0.91	0.38
d1hq1a_	d1n3ka_	0.56	0.95	0.30
d1luca_	d2fiqa1	0.50	0.90	0.48
d3t6em_	d4ogqa_	0.45	0.92	0.26
d1tqga1	d4ogqa_	0.56	0.90	0.36
d3t6el_	d4ogqa_	0.44	0.92	0.31
d5b5ed_	d4ogqa_	0.45	0.91	0.27
d6vwxa_	d4ogqa_	0.50	0.91	0.28
d3ov9a_	d6ifka1	0.58	0.91	0.27
d1e5ra_	d2r6sa_	0.59	0.91	0.31
d2qdxa2	d3ktoa_	0.57	0.91	0.48
d3qfta2	d3ktoa_	0.59	0.91	0.49
d3lo8a2	d3ktoa_	0.60	0.90	0.49
d1gs5a_	d3defa_	0.36	0.91	0.45
d7nloa_	d3defa_	0.35	0.90	0.41
d2j0wa1	d3defa_	0.33	0.91	0.38
d2akoa1	d3defa_	0.36	0.90	0.45
d2brxa1	d3defa_	0.35	0.92	0.45
d7cc3a1	d3defa_	0.42	0.91	0.42
d4a7wa_	d3defa_	0.35	0.92	0.45
d3c20a1	d3defa_	0.34	0.93	0.37
d2cdqa1	d3defa_	0.34	0.92	0.37
d2j4ja_	d3defa_	0.35	0.91	0.45
d2ogxa_	d3defa_	0.34	0.91	0.45
d3zzha_	d3defa_	0.35	0.92	0.39
d1e19a_	d3defa_	0.37	0.92	0.33
d2va1a_	d3defa_	0.35	0.92	0.37
d2trcp_	d4rqra1	0.57	0.92	0.33
d1ca4a1	d1qasa2	0.59	0.93	0.39
d1r4xa1	d1qasa2	0.49	0.92	0.34
d3pjla_	d1qasa2	0.51	0.93	0.45
d3lzla_	d1qasa2	0.54	0.92	0.42
d1lb6a_	d1qasa2	0.59	0.94	0.47
d1z1wa3	d1kwga1	0.55	0.92	0.31
d2nn6h2	d1kwga1	0.59	0.90	0.33
d2nn6i2	d1kwga1	0.60	0.92	0.41
d3bl2a_	d1w98b2	0.55	0.97	0.38
d1ohua_	d1w98b2	0.50	0.92	0.33
d2vofa1	d1w98b2	0.54	0.94	0.37
d1ddba_	d1w98b2	0.53	0.95	0.27
d1q59a1	d1w98b2	0.52	0.91	0.33
d6udva_	d1w98b2	0.53	0.93	0.37
d1k3ka_	d1w98b2	0.49	0.93	0.27
d7cohc_	d3iqca_	0.58	0.91	0.37
d2p8ta2	d2k06a_	0.44	0.90	0.39
d1zq1c2	d2k06a_	0.47	0.91	0.42
d1c0aa2	d2k06a_	0.47	0.92	0.42
d2gk6a2	d1k28d1	0.53	0.93	0.32
d1qfja1	d1k28d1	0.50	0.94	0.33
d2xnja1	d1k28d1	0.45	0.96	0.33
d1krha1	d1k28d1	0.46	0.94	0.32
d1ddga1	d1k28d1	0.35	0.94	0.29
d6id0c2	d1k28d1	0.47	0.90	0.30
d2qdxa1	d1k28d1	0.48	0.94	0.32
d3qfta1	d1k28d1	0.38	0.94	0.23
d2rc5a1	d1k28d1	0.48	0.97	0.36
d1y7ea1	d1k28d1	0.46	0.90	0.30
d5tr9a1	d1k28d1	0.46	0.94	0.32
d4dqla1	d1k28d1	0.45	0.96	0.28
d4pj3a1	d1k28d1	0.51	0.94	0.35
d1ep3b1	d1k28d1	0.47	0.93	0.34
d1f20a1	d1k28d1	0.37	0.92	0.25
d3jb9x1	d1k28d1	0.52	0.93	0.32
d5ylya1	d1k28d1	0.48	0.95	0.33
d1tvca1	d1k28d1	0.50	0.94	0.31
d3ozua2	d1k28d1	0.46	0.94	0.33
d4gqna1	d1k28d1	0.50	0.90	0.32
d2piaa1	d1k28d1	0.48	0.92	0.32
d5gxub1	d1k28d1	0.45	0.95	0.26
d3lo8a1	d1k28d1	0.47	0.95	0.36
d1vzia1	d1uwya1	0.55	0.92	0.46
d3s9da_	d2ig3a_	0.53	0.92	0.36
d3w2wa2	d2ig3a_	0.44	0.91	0.34
d1huwa_	d2ig3a_	0.56	0.91	0.35
d1au1a_	d2ig3a_	0.53	0.92	0.31
d4uw2a4	d2ig3a_	0.46	0.91	0.37
d1eera_	d2ig3a_	0.43	0.90	0.31
d1n1fa_	d2ig3a_	0.54	0.91	0.30
d1lqsl_	d2ig3a_	0.56	0.94	0.34
d3besl_	d2ig3a_	0.57	0.96	0.31
d3q1si_	d2ig3a_	0.56	0.92	0.33
d1fjgn_	d1vq8u1	0.54	0.90	0.34
d1lv3a_	d1vq8u1	0.56	0.91	0.23
d1ny9a_	d1m2oa1	0.60	0.95	0.35
d4zdsa1	d1em9a_	0.58	0.93	0.37
d3ir4a2	d1em9a_	0.47	0.91	0.32
d1g5ca_	d2zcta_	0.58	0.90	0.26
d1gz0a2	d2zcta_	0.60	0.95	0.24
d3pjla_	d1wfma1	0.50	0.93	0.47
d3lzla_	d1wfma1	0.53	0.93	0.44
d1lb6a_	d1wfma1	0.56	0.95	0.39
d4aa7a1	d6xcua1	0.56	0.92	0.44
d2zxda1	d1gjwa2	0.56	0.95	0.39
d1peqa2	d2cy8a_	0.42	0.90	0.24
d6n1na1	d1hwma_	0.59	0.91	0.28
d4i2aa1	d1jmxa1	0.56	0.91	0.27
d2wb0x1	d1jmxa1	0.57	0.91	0.32
d1yt3a2	d1jmxa1	0.58	0.90	0.44
d2bcqa1	d1jmxa1	0.56	0.91	0.36
d2fmpa1	d1jmxa1	0.54	0.91	0.33
d5id6a4	d1jmxa1	0.54	0.93	0.32
d2cc6a_	d1x48a1	0.49	0.91	0.47
d2mhja1	d1x48a1	0.42	0.91	0.38
d6j09a1	d1x48a1	0.41	0.92	0.33
d6j09a4	d1x48a1	0.40	0.91	0.35
d2qdfa2	d1x48a1	0.41	0.91	0.38
d4xgab2	d1x48a1	0.38	0.92	0.39
d2qdfa1	d1x48a1	0.44	0.90	0.34
d2vyxa_	d1x48a1	0.49	0.91	0.48
d3h1da1	d6cr2a1	0.56	0.94	0.24
d2btva_	d6cr2a1	0.54	0.94	0.17
d6jx5a_	d6cr2a1	0.56	0.94	0.21
d1c4za_	d6cr2a1	0.53	0.92	0.23
d3er9b_	d6cr2a1	0.54	0.93	0.24
d1k4ta2	d6cr2a1	0.41	0.91	0.20
d3uqza2	d1jaya_	0.55	0.90	0.41
d1poia_	d1jaya_	0.60	0.93	0.32
d2ahua2	d1jaya_	0.57	0.94	0.28
d2gnpa1	d1jaya_	0.60	0.90	0.31
d1xr4a1	d1jaya_	0.59	0.92	0.38
d3dmba1	d2gk6a2	0.46	0.91	0.41
d2asfa1	d2gk6a2	0.50	0.94	0.45
d1w9aa_	d2gk6a2	0.49	0.93	0.41
d4ybna_	d2gk6a2	0.53	0.91	0.29
d1i0ra_	d2gk6a2	0.51	0.90	0.37
d2p5zx3	d2gk6a2	0.55	0.93	0.38
d4r82a_	d2gk6a2	0.49	0.94	0.37
d6h00a_	d2gk6a2	0.49	0.90	0.31
d2p5zx2	d2gk6a2	0.56	0.90	0.31
d2gmqa1	d2gk6a2	0.59	0.91	0.47
d3d37a2	d2gk6a2	0.54	0.92	0.31
d3pfta_	d2gk6a2	0.48	0.90	0.38
d1rfea_	d2gk6a2	0.49	0.91	0.37
d2htia1	d2gk6a2	0.48	0.92	0.45
d3a6ra_	d2gk6a2	0.48	0.93	0.47
d2d37a1	d2gk6a2	0.49	0.92	0.38
d1yoaa1	d2gk6a2	0.50	0.92	0.38
d2ecua_	d2gk6a2	0.50	0.91	0.40
d1vl7a_	d2gk6a2	0.51	0.92	0.44
d2qcka_	d2gk6a2	0.48	0.91	0.37
d3cb0a_	d2gk6a2	0.47	0.91	0.37
d1k28d2	d2gk6a2	0.55	0.90	0.33
d1rz1a_	d2gk6a2	0.49	0.93	0.39
d1cfea_	d1a6ja_	0.57	0.95	0.29
d2i4f1_	d2gmga1	0.54	0.92	0.29
d3gwla1	d4yl8a2	0.54	0.90	0.30
d1tm9a_	d4yl8a2	0.47	0.91	0.31
d1wiwa_	d3rg8a_	0.55	0.90	0.32
d3ff1a1	d3rg8a_	0.49	0.91	0.23
d1g5ca_	d2v2ga_	0.60	0.91	0.27
d1gz0a2	d2v2ga_	0.58	0.94	0.21
d1cipa1	d3v5wa1	0.58	0.92	0.33
d2pv7a1	d3v5wa1	0.51	0.91	0.23
d4im9a_	d3v5wa1	0.48	0.91	0.39
d1evya1	d3v5wa1	0.59	0.90	0.29
d1azta1	d3v5wa1	0.56	0.90	0.33
d2p0ta1	d3v5wa1	0.57	0.92	0.34
d3uswa_	d3eu9a1	0.53	0.91	0.25
d1f9ya_	d2p8ta2	0.40	0.91	0.48
d2czvc1	d2p8ta2	0.50	0.93	0.45
d1m1ha2	d2p8ta2	0.41	0.91	0.41
d1dzfa2	d2hfqa1	0.31	0.90	0.31
d1okga3	d2hfqa1	0.41	0.91	0.29
d1nfpa_	d4ee9a_	0.49	0.91	0.38
d2im5a2	d4ee9a_	0.50	0.91	0.42
d1vlpa2	d4ee9a_	0.51	0.92	0.40
d1bbga_	d1lu0a_	0.49	0.90	0.37
d1vz6a_	d3ozqa1	0.37	0.90	0.27
d3ps0a1	d3ozqa1	0.50	0.92	0.25
d3faua1	d5g4da1	0.47	0.91	0.39
d1ug8a1	d5g4da1	0.41	0.91	0.47
d1dvka_	d2ct8a2	0.55	0.94	0.34
d1bdfa1	d4w7ka_	0.40	0.92	0.16
d1e3pa2	d2je6i2	0.51	0.92	0.22
d1rgxa_	d2je6i2	0.58	0.90	0.29
d1tqya2	d3sk3a2	0.59	0.91	0.43
d2glza1	d3sk3a2	0.46	0.90	0.35
d2gvia1	d3sk3a2	0.47	0.91	0.33
d6koga2	d3sk3a2	0.58	0.91	0.39
d1u0ma2	d3sk3a2	0.60	0.93	0.44
d5xvta1	d1r6bx3	0.58	0.91	0.32
d2j0wa1	d1r6bx3	0.33	0.91	0.35
d2akoa1	d1r6bx3	0.35	0.92	0.32
d2brxa1	d1r6bx3	0.33	0.92	0.32
d1l8aa1	d1r6bx3	0.60	0.93	0.28
d4a7wa_	d1r6bx3	0.33	0.91	0.32
d2w21a_	d1r6bx3	0.37	0.91	0.34
d3c20a1	d1r6bx3	0.34	0.92	0.35
d2cdqa1	d1r6bx3	0.35	0.94	0.36
d2j4ja_	d1r6bx3	0.34	0.90	0.31
d3zzha_	d1r6bx3	0.34	0.92	0.34
d2va1a_	d1r6bx3	0.34	0.91	0.31
d5xkca_	d3e96a_	0.46	0.91	0.42
d1au1a_	d3l0fa_	0.53	0.90	0.30
d1lqsl_	d3l0fa_	0.55	0.94	0.27
d3besl_	d3l0fa_	0.58	0.92	0.32
d3rrca1	d3v98a2	0.58	0.90	0.23
d1k4ta2	d3v98a2	0.53	0.90	0.19
d1dx8a_	d1qypa1	0.51	0.90	0.37
d1lkoa2	d1qypa1	0.54	0.91	0.45
d1peqa2	d4zwva1	0.53	0.92	0.23
d4kefa1	d2npta1	0.50	0.94	0.33
d2fh1a2	d2npta1	0.56	0.93	0.29
d6k2fa1	d2npta1	0.52	0.93	0.29
d1j72a3	d2npta1	0.53	0.94	0.30
d2fh1a3	d2npta1	0.54	0.93	0.31
d1m4ja_	d2npta1	0.53	0.93	0.29
d7c2gg2	d2npta1	0.53	0.94	0.33
d1t3ya_	d2npta1	0.52	0.93	0.32
d2mv2a_	d2npta1	0.57	0.93	0.33
d1svya_	d2npta1	0.55	0.93	0.33
d7c2gg1	d2npta1	0.57	0.93	0.34
d4bex1_	d2npta1	0.56	0.91	0.29
d2fh1a1	d2npta1	0.53	0.95	0.30
d4cbug_	d2npta1	0.51	0.90	0.28
d2kvka1	d2npta1	0.54	0.92	0.33
d1f7sa_	d2npta1	0.53	0.92	0.29
d2w0ia_	d2npta1	0.53	0.94	0.28
d2xfaa_	d2npta1	0.55	0.90	0.30
d3q2ba_	d2npta1	0.54	0.93	0.31
d1hqz1_	d2npta1	0.52	0.92	0.32
d5fafa1	d2npta1	0.52	0.93	0.32
d2lrba_	d2npta1	0.57	0.91	0.32
d1m2oa4	d2npta1	0.58	0.92	0.26
d1vkka_	d2npta1	0.52	0.93	0.31
d3hqna3	d2npta1	0.37	0.90	0.28
d2glza1	d2ap1a1	0.46	0.91	0.33
d2gvia1	d2ap1a1	0.47	0.92	0.34
d1k2yx3	d2ap1a1	0.57	0.90	0.25
d1tqya2	d1z05a3	0.60	0.91	0.45
d2glza1	d1z05a3	0.46	0.91	0.35
d2gvia1	d1z05a3	0.47	0.91	0.32
d6koga2	d1z05a3	0.58	0.90	0.42
d4ixna2	d1z05a3	0.47	0.90	0.35
d2g2na_	d4n2ka1	0.47	0.92	0.40
d1f86a_	d4n2ka1	0.47	0.90	0.47
d3qvaa1	d4n2ka1	0.49	0.93	0.47
d4q14a_	d4n2ka1	0.46	0.94	0.46
d2j73a_	d4n2ka1	0.54	0.91	0.46
d4ywaa_	d4n2ka1	0.46	0.91	0.43
d2h6ua_	d4n2ka1	0.47	0.91	0.41
d1peqa2	d1fg7a_	0.50	0.90	0.24
d1gs5a_	d3c5ca_	0.36	0.92	0.32
d7nloa_	d3c5ca_	0.35	0.91	0.32
d2j0wa1	d3c5ca_	0.34	0.92	0.34
d2akoa1	d3c5ca_	0.37	0.91	0.30
d2brxa1	d3c5ca_	0.34	0.92	0.45
d4a7wa_	d3c5ca_	0.35	0.93	0.36
d3c20a1	d3c5ca_	0.34	0.93	0.33
d2cdqa1	d3c5ca_	0.35	0.92	0.25
d2j4ja_	d3c5ca_	0.34	0.91	0.46
d2ogxa_	d3c5ca_	0.34	0.90	0.33
d3zzha_	d3c5ca_	0.35	0.93	0.33
d1e19a_	d3c5ca_	0.37	0.92	0.33
d2va1a_	d3c5ca_	0.36	0.92	0.34
d2uuia1	d4q25a_	0.52	0.91	0.38
d2j0wa1	d2ihya1	0.30	0.90	0.31
d2brxa1	d2ihya1	0.31	0.91	0.30
d1l8aa1	d2ihya1	0.60	0.91	0.29
d3bvxa3	d2ihya1	0.52	0.90	0.27
d4a7wa_	d2ihya1	0.31	0.91	0.40
d3c20a1	d2ihya1	0.31	0.91	0.31
d2cdqa1	d2ihya1	0.31	0.92	0.28
d3zzha_	d2ihya1	0.30	0.91	0.31
d1e19a_	d2ihya1	0.32	0.92	0.32
d2va1a_	d2ihya1	0.31	0.91	0.40
d1dt9a2	d1luaa2	0.42	0.92	0.31
d2qi2a3	d1luaa2	0.43	0.91	0.34
d4af1a3	d1luaa2	0.46	0.90	0.32
d4wiqa2	d1zcha1	0.57	0.92	0.29
d2d81a1	d5w8oa_	0.54	0.95	0.27
d1dm9a_	d2k9xa_	0.40	0.94	0.32
d1tu1a1	d1vr7a_	0.59	0.92	0.47
d1w41a1	d2i4ra1	0.57	0.91	0.42
d1t0kb_	d2i4ra1	0.58	0.91	0.38
d2vgna3	d2i4ra1	0.53	0.90	0.39
d3m4ia_	d6hn3a1	0.52	0.92	0.33
d2j43a1	d1aoza1	0.55	0.92	0.43
d2g2na_	d1aoza1	0.48	0.91	0.44
d2iiaa_	d1aoza1	0.40	0.91	0.39
d3qvaa1	d1aoza1	0.49	0.93	0.43
d4q14a_	d1aoza1	0.47	0.92	0.44
d2j73a_	d1aoza1	0.54	0.91	0.44
d4ywaa_	d1aoza1	0.39	0.90	0.37
d1l8aa1	d2c42a4	0.49	0.91	0.24
d2vk8a3	d2c42a4	0.50	0.91	0.34
d3qm9a_	d2f2ba_	0.44	0.91	0.25
d1huwa_	d3olja1	0.59	0.91	0.43
d1bgca_	d3olja1	0.60	0.91	0.47
d1x46a_	d3olja1	0.60	0.91	0.26
d1evsa_	d3olja1	0.58	0.94	0.45
d1ev0a_	d6vvna1	0.52	0.90	0.39
d2geca1	d1tula_	0.33	0.90	0.29
d3nvvc1	d1tula_	0.50	0.90	0.34
d1sska1	d1tula_	0.35	0.90	0.25
d2c9wa2	d6qqha_	0.47	0.90	0.30
d1w7ca3	d6qqha_	0.50	0.90	0.32
d5tnwa1	d6qqha_	0.43	0.91	0.29
d3s9ka1	d6qqha_	0.54	0.92	0.36
d2gb5a2	d1xx6a2	0.54	0.91	0.26
d1pvma3	d1xx6a2	0.53	0.93	0.31
d1e0na_	d1xx6a2	0.56	0.90	0.26
d1we8a1	d2asba3	0.57	0.91	0.45
d3aevb2	d2asba3	0.58	0.92	0.48
d2mjha_	d2asba3	0.60	0.94	0.31
d1k1ga_	d2asba3	0.56	0.93	0.37
d3dnja_	d2asba3	0.35	0.94	0.40
d4yjma_	d2asba3	0.38	0.92	0.37
d1viga_	d2asba3	0.59	0.94	0.49
d2ja9a2	d2asba3	0.59	0.94	0.36
d1gl4a1	d4k00a_	0.48	0.91	0.34
d6m9za_	d4k00a_	0.43	0.92	0.42
d1gs5a_	d1oxxk2	0.33	0.91	0.41
d7nloa_	d1oxxk2	0.31	0.92	0.39
d2j0wa1	d1oxxk2	0.31	0.92	0.35
d2akoa1	d1oxxk2	0.34	0.91	0.34
d2brxa1	d1oxxk2	0.32	0.92	0.28
d3bvxa3	d1oxxk2	0.51	0.91	0.27
d4a7wa_	d1oxxk2	0.32	0.93	0.32
d2w21a_	d1oxxk2	0.36	0.91	0.33
d3c20a1	d1oxxk2	0.32	0.92	0.33
d2cdqa1	d1oxxk2	0.32	0.93	0.32
d2j4ja_	d1oxxk2	0.31	0.91	0.39
d3zzha_	d1oxxk2	0.32	0.92	0.30
d1e19a_	d1oxxk2	0.34	0.94	0.34
d2va1a_	d1oxxk2	0.32	0.93	0.31
d3iam9_	d1qaua_	0.55	0.91	0.26
d2ps5a_	d3ibva_	0.50	0.91	0.16
d3vj8a_	d3ibva_	0.58	0.90	0.15
d5xvta1	d5ep2a1	0.59	0.91	0.30
d7nloa_	d5ep2a1	0.31	0.91	0.34
d2j0wa1	d5ep2a1	0.31	0.92	0.35
d2akoa1	d5ep2a1	0.32	0.92	0.36
d2brxa1	d5ep2a1	0.30	0.92	0.34
d3bvxa3	d5ep2a1	0.47	0.90	0.28
d4a7wa_	d5ep2a1	0.31	0.92	0.35
d2w21a_	d5ep2a1	0.33	0.92	0.37
d3c20a1	d5ep2a1	0.31	0.93	0.33
d2cdqa1	d5ep2a1	0.32	0.94	0.32
d2j4ja_	d5ep2a1	0.32	0.91	0.34
d3zzha_	d5ep2a1	0.31	0.93	0.30
d1e19a_	d5ep2a1	0.35	0.91	0.36
d2va1a_	d5ep2a1	0.30	0.92	0.35
d2ms3a_	d1agga_	0.58	0.92	0.29
d3f0pa2	d1wmya_	0.35	0.91	0.29
d5w83b_	d1wmya_	0.47	0.93	0.32
d3pvia_	d2rc3a1	0.59	0.92	0.29
